000359,2017-05-20,1.1517,4.0760%,开放申购
000359,2017-05-19,0.8976,4.0780%,开放申购
000359,2017-05-18,0.9801,4.0540%,开放申购
000359,2017-05-17,1.1532,3.9860%,开放申购
000359,2017-05-16,1.1636,3.9920%,开放申购
000359,2017-05-15,1.1615,4.0030%,开放申购
000359,2017-05-14,1.1554,4.0160%,开放申购
000359,2017-05-13,1.1555,4.0280%,开放申购
000359,2017-05-12,0.8529,4.0400%,开放申购
000359,2017-05-11,0.8535,4.0120%,开放申购
000359,2017-05-10,1.1644,3.9840%,开放申购
000359,2017-05-09,1.1852,4.0220%,开放申购
000359,2017-05-08,1.1857,4.1540%,开放申购
000359,2017-05-07,1.1768,4.1590%,开放申购
000359,2017-05-06,1.1769,4.1690%,开放申购
000359,2017-05-05,0.8014,4.1800%,开放申购
000359,2017-05-04,0.8017,4.2890%,开放申购
000359,2017-05-03,1.2352,4.3160%,开放申购
000359,2017-05-02,1.4275,4.1270%,开放申购
000359,2017-05-01,1.1959,4.0370%,开放申购
000359,2017-06-09,1.1833,4.3340%,开放申购
000359,2017-06-08,0.9689,4.3270%,开放申购
000359,2017-06-07,1.1757,4.3270%,开放申购
000359,2017-06-06,1.1758,4.2280%,开放申购
000359,2017-06-05,1.3081,4.2300%,开放申购
000359,2017-06-04,1.1622,4.1610%,开放申购
000359,2017-06-03,1.1623,4.1710%,开放申购
000359,2017-06-02,1.1721,4.1810%,开放申购
000359,2017-06-01,0.9678,4.1860%,开放申购
000359,2017-05-31,0.9940,4.1490%,开放申购
000359,2017-05-30,1.1803,4.3460%,开放申购
000359,2017-05-29,1.1804,4.3300%,开放申购
000359,2017-05-28,1.1805,4.3160%,开放申购
000359,2017-05-27,1.1806,4.3000%,开放申购
000359,2017-05-26,1.1814,4.2840%,开放申购
000359,2017-05-25,0.9000,4.1300%,开放申购
000359,2017-05-24,1.3557,4.1740%,开放申购
000359,2017-05-23,1.1516,4.0640%,开放申购
000359,2017-05-22,1.1538,4.0700%,开放申购
000359,2017-05-21,1.1516,4.0740%,开放申购
000359,2017-06-29,1.1501,4.6270%,开放申购
000359,2017-06-28,1.2638,4.6480%,开放申购
000359,2017-06-27,1.2622,4.6020%,开放申购
000359,2017-06-26,1.2591,4.5590%,开放申购
000359,2017-06-25,1.2694,4.5240%,开放申购
000359,2017-06-24,1.2695,4.5230%,开放申购
000359,2017-06-23,1.2001,4.5220%,开放申购
000359,2017-06-22,1.1902,4.4750%,开放申购
