360003,2017-05-19,0.9378,3.4260%,开放申购
360003,2017-05-18,0.7609,3.4370%,开放申购
360003,2017-05-17,0.9355,3.5480%,开放申购
360003,2017-05-16,0.9527,3.5630%,开放申购
360003,2017-05-15,0.9571,3.5730%,开放申购
360003,2017-05-14,1.9172 *,3.5810%,开放申购
360003,2017-05-12,0.9585,3.5980%,开放申购
360003,2017-05-11,0.9653,3.6060%,开放申购
360003,2017-05-10,0.9643,3.6250%,开放申购
360003,2017-05-09,0.9709,3.6370%,开放申购
360003,2017-05-08,0.9720,3.6510%,开放申购
360003,2017-05-07,1.9478 *,3.6540%,开放申购
360003,2017-05-05,0.9736,3.6580%,开放申购
360003,2017-05-04,1.0005,3.6770%,开放申购
360003,2017-05-03,0.9860,3.6600%,开放申购
360003,2017-05-02,0.9976,3.6340%,开放申购
360003,2017-05-01,2.9322 *,3.5980%,开放申购
360003,2017-06-09,0.9211,3.4590%,开放申购
360003,2017-06-08,0.9285,3.4730%,开放申购
360003,2017-06-07,0.9290,3.4840%,开放申购
360003,2017-06-06,0.9335,3.4990%,开放申购
360003,2017-06-05,0.9262,3.5090%,开放申购
360003,2017-06-04,1.8842 *,3.5220%,开放申购
360003,2017-06-02,0.9472,3.5360%,开放申购
360003,2017-06-01,0.9475,3.5410%,开放申购
360003,2017-05-31,0.9567,3.4550%,开放申购
360003,2017-05-30,3.8127 *,3.3440%,开放申购
360003,2017-05-26,0.9579,3.2180%,暂停申购
360003,2017-05-25,0.7872,3.2070%,暂停申购
360003,2017-05-24,0.7512,3.1930%,开放申购
360003,2017-05-23,0.9378,3.2920%,开放申购
360003,2017-05-22,0.7640,3.3010%,开放申购
360003,2017-05-21,1.8769 *,3.4050%,开放申购
360003,2017-06-29,1.0322,3.7440%,开放申购
360003,2017-06-28,1.0763,3.7030%,开放申购
360003,2017-06-27,1.0112,3.6330%,开放申购
360003,2017-06-26,1.0037,3.5800%,开放申购
360003,2017-06-25,1.9521 *,3.5390%,开放申购
360003,2017-06-23,0.9733,3.4510%,开放申购
360003,2017-06-22,0.9579,3.4170%,开放申购
360003,2017-06-21,0.9461,3.3950%,开放申购
360003,2017-06-20,0.9128,3.3720%,开放申购
360003,2017-06-19,0.9271,3.3670%,开放申购
360003,2017-06-18,1.7898 *,3.3640%,开放申购
360003,2017-06-16,0.9108,3.3950%,开放申购
360003,2017-06-15,0.9173,3.4010%,开放申购
360003,2017-06-14,0.9030,3.4070%,开放申购
360003,2017-06-13,0.9042,3.4210%,开放申购
360003,2017-06-12,0.9202,3.4370%,开放申购
360003,2017-06-11,1.8481 *,3.4400%,开放申购
360003,2017-07-19,0.9951,3.7140%,开放申购
360003,2017-07-18,1.1514,3.7010%,开放申购
360003,2017-07-17,0.9707,3.8380%,开放申购
360003,2017-07-16,1.9402 *,3.9140%,开放申购
360003,2017-07-14,0.9697,3.9230%,开放申购
360003,2017-07-13,0.9665,3.9270%,开放申购
360003,2017-07-12,0.9717,3.9330%,开放申购
360003,2017-07-11,1.4047,3.9400%,开放申购
360003,2017-07-10,1.1115,3.7190%,开放申购
360003,2017-07-09,1.9555 *,3.6810%,开放申购
360003,2017-07-07,0.9777,3.7410%,开放申购
360003,2017-07-06,0.9772,3.7730%,开放申购
360003,2017-07-05,0.9846,3.8030%,开放申购
360003,2017-07-04,0.9965,3.8530%,开放申购
360003,2017-07-03,1.0419,3.8610%,开放申购
360003,2017-07-02,2.0664 *,3.8400%,开放申购
360003,2017-06-30,1.0373,3.7780%,开放申购
360003,2017-08-08,0.9888,3.7360%,开放申购
360003,2017-08-07,0.9899,3.7420%,开放申购
360003,2017-08-06,2.0218 *,3.7430%,开放申购
360003,2017-08-04,0.9984,3.7150%,开放申购
360003,2017-08-03,1.0251,3.7110%,开放申购
360003,2017-08-02,1.0114,3.6950%,开放申购
360003,2017-08-01,1.0000,3.6820%,开放申购
360003,2017-07-31,0.9918,3.6730%,开放申购
360003,2017-07-30,1.9694 *,3.6670%,开放申购
360003,2017-07-28,0.9906,3.6450%,开放申购
360003,2017-07-27,0.9956,3.6320%,开放申购
360003,2017-07-26,0.9876,3.6260%,开放申购
