000846,2017-05-19,1.1634,3.9120%,限制大额申购
000846,2017-05-18,1.0157,3.8480%,限制大额申购
000846,2017-05-17,1.0279,3.8680%,限制大额申购
000846,2017-05-16,1.0349,3.8940%,限制大额申购
000846,2017-05-15,1.0374,3.9250%,限制大额申购
000846,2017-05-14,2.0808 *,3.9700%,限制大额申购
000846,2017-05-12,1.0453,4.0480%,限制大额申购
000846,2017-05-11,1.0529,4.0850%,限制大额申购
000846,2017-05-10,1.0760,4.1190%,限制大额申购
000846,2017-05-09,1.0918,4.1350%,限制大额申购
000846,2017-05-08,1.1192,4.1600%,限制大额申购
000846,2017-05-07,2.2246 *,4.1660%,限制大额申购
000846,2017-05-05,1.1151,4.1860%,限制大额申购
000846,2017-05-04,1.1153,4.1950%,限制大额申购
000846,2017-05-03,1.1050,4.1820%,限制大额申购
000846,2017-05-02,1.1379,4.1960%,限制大额申购
000846,2017-05-01,3.3916 *,4.1750%,限制大额申购
000846,2017-06-09,0.9555,3.7180%,限制大额申购
000846,2017-06-08,0.9597,3.7640%,限制大额申购
000846,2017-06-07,0.9942,3.8050%,限制大额申购
000846,2017-06-06,0.9995,3.8340%,限制大额申购
000846,2017-06-05,1.0232,3.8480%,限制大额申购
000846,2017-06-04,2.0699 *,3.8490%,限制大额申购
000846,2017-06-02,1.0393,3.8480%,限制大额申购
000846,2017-06-01,1.0369,3.8460%,限制大额申购
000846,2017-05-31,1.0478,3.8470%,限制大额申购
000846,2017-05-30,4.1170 *,3.8460%,限制大额申购
000846,2017-05-26,1.0358,4.0510%,限制大额申购
000846,2017-05-25,1.0384,4.1210%,限制大额申购
000846,2017-05-24,1.0466,4.1080%,限制大额申购
000846,2017-05-23,1.4174,4.0980%,限制大额申购
000846,2017-05-22,1.0274,3.8910%,限制大额申购
000846,2017-05-21,2.0512 *,3.8960%,限制大额申购
000846,2017-06-29,1.3199,7.6580%,限制大额申购
000846,2017-06-28,4.5440,7.5420%,限制大额申购
000846,2017-06-27,1.5221,5.9750%,限制大额申购
000846,2017-06-26,2.5229,5.9320%,限制大额申购
000846,2017-06-25,1.9767 *,5.3550%,限制大额申购
000846,2017-06-23,2.2680,5.3100%,限制大额申购
000846,2017-06-22,1.1132,4.7380%,限制大额申购
000846,2017-06-21,1.7282,4.6360%,限制大额申购
000846,2017-06-20,1.4442,4.2040%,限制大额申购
000846,2017-06-19,1.4755,3.9400%,限制大额申购
000846,2017-06-18,1.8949 *,3.6520%,限制大额申购
000846,2017-06-16,1.2223,3.6640%,限制大额申购
000846,2017-06-15,0.9259,3.5200%,限制大额申购
000846,2017-06-14,0.9360,3.5380%,限制大额申购
000846,2017-06-13,0.9576,3.5690%,限制大额申购
000846,2017-06-12,0.9428,3.5920%,限制大额申购
000846,2017-06-11,1.9165 *,3.6350%,限制大额申购
000846,2017-07-19,0.9395,3.5390%,限制大额申购
000846,2017-07-18,0.9456,3.5760%,限制大额申购
000846,2017-07-17,0.9439,3.6140%,限制大额申购
000846,2017-07-16,1.9184 *,3.6930%,限制大额申购
000846,2017-07-14,0.9620,3.7120%,限制大额申购
000846,2017-07-13,0.9612,3.7250%,限制大额申购
000846,2017-07-12,1.0076,3.7750%,限制大额申购
000846,2017-07-11,1.0157,3.8440%,限制大额申购
000846,2017-07-10,1.0908,3.9220%,限制大额申购
000846,2017-07-09,1.9522 *,3.9310%,限制大额申购
000846,2017-07-07,0.9868,4.0410%,限制大额申购
000846,2017-07-06,1.0544,4.3830%,限制大额申购
000846,2017-07-05,1.1345,4.5270%,限制大额申购
000846,2017-07-04,1.1602,6.4020%,限制大额申购
000846,2017-07-03,1.1065,6.6020%,限制大额申购
000846,2017-07-02,2.1554 *,7.3930%,限制大额申购
000846,2017-06-30,1.6155,7.2930%,限制大额申购
000846,2017-08-08,0.9686,3.5700%,限制大额申购
000846,2017-08-07,0.9623,3.5820%,限制大额申购
