000343,2017-05-20,1.1154,3.9270%,开放申购
000343,2017-05-19,1.1159,3.9130%,开放申购
000343,2017-05-18,1.1282,3.9410%,开放申购
000343,2017-05-17,1.0971,3.9490%,开放申购
000343,2017-05-16,0.7712,3.9440%,开放申购
000343,2017-05-15,1.0898,4.1130%,开放申购
000343,2017-05-14,1.0693,3.8130%,开放申购
000343,2017-05-13,1.0894,3.7890%,开放申购
000343,2017-05-12,1.1683,3.7530%,开放申购
000343,2017-05-11,1.1435,3.4200%,开放申购
000343,2017-05-10,1.0879,3.3580%,开放申购
000343,2017-05-09,1.0825,3.3160%,开放申购
000343,2017-05-08,0.5365,3.2840%,开放申购
000343,2017-05-07,1.0237,3.5310%,开放申购
000343,2017-05-06,1.0238,3.5160%,开放申购
000343,2017-05-05,0.5520,3.5150%,开放申购
000343,2017-05-04,1.0276,3.7700%,开放申购
000343,2017-05-03,1.0108,3.7660%,开放申购
000343,2017-05-02,1.0220,3.7630%,开放申购
000343,2017-05-01,0.9959,3.7500%,开放申购
000343,2017-06-09,1.1302,4.1460%,开放申购
000343,2017-06-08,1.1300,4.0680%,开放申购
000343,2017-06-07,1.1333,4.0570%,开放申购
000343,2017-06-06,1.1246,4.0460%,开放申购
000343,2017-06-05,1.0923,4.0340%,开放申购
000343,2017-06-04,1.0905,4.0400%,开放申购
000343,2017-06-03,1.0906,4.0460%,开放申购
000343,2017-06-02,0.9860,4.0530%,开放申购
000343,2017-06-01,1.1101,4.1170%,开放申购
000343,2017-05-31,1.1134,4.1070%,开放申购
000343,2017-05-30,1.1024,4.1230%,开放申购
000343,2017-05-29,1.1025,4.2480%,开放申购
000343,2017-05-28,1.1026,4.2560%,开放申购
000343,2017-05-27,1.1026,4.2630%,开放申购
000343,2017-05-26,1.1050,4.2700%,开放申购
000343,2017-05-25,1.0909,4.2760%,开放申购
000343,2017-05-24,1.1435,4.2970%,开放申购
000343,2017-05-23,1.3319,4.2710%,开放申购
000343,2017-05-22,1.1180,3.9670%,开放申购
000343,2017-05-21,1.1154,3.9520%,开放申购
000343,2017-06-29,1.2769,4.3630%,开放申购
000343,2017-06-28,1.1134,4.2970%,开放申购
000343,2017-06-27,1.1791,4.3230%,开放申购
000343,2017-06-26,1.1545,4.3070%,开放申购
000343,2017-06-25,1.1494,4.2800%,开放申购
000343,2017-06-24,1.1495,4.2560%,开放申购
000343,2017-06-23,1.1686,4.2320%,开放申购
000343,2017-06-22,1.1547,4.1980%,开放申购
000343,2017-06-21,1.1603,4.1860%,开放申购
000343,2017-06-20,1.1499,4.1300%,开放申购
000343,2017-06-19,1.1055,4.1180%,开放申购
000343,2017-06-18,1.1051,4.1310%,开放申购
000343,2017-06-17,1.1052,4.1440%,开放申购
