000816,2017-05-20,0.9861,3.6500%,限制大额申购
000816,2017-05-19,0.9530,3.6540%,限制大额申购
000816,2017-05-18,0.9852,3.6760%,限制大额申购
000816,2017-05-17,1.0003,3.6620%,限制大额申购
000816,2017-05-16,0.9764,3.6600%,限制大额申购
000816,2017-05-15,0.9881,3.6740%,限制大额申购
000816,2017-05-14,0.9864,3.9320%,限制大额申购
000816,2017-05-13,0.9942,3.9370%,限制大额申购
000816,2017-05-12,0.9939,3.9380%,限制大额申购
000816,2017-05-11,0.9594,3.9990%,限制大额申购
000816,2017-05-10,0.9964,3.9940%,限制大额申购
000816,2017-05-09,1.0011,4.0020%,限制大额申购
000816,2017-05-08,1.4662,3.9820%,限制大额申购
000816,2017-05-07,0.9952,3.7110%,限制大额申购
000816,2017-05-06,0.9952,3.6950%,限制大额申购
000816,2017-05-05,1.1070,3.6790%,限制大额申购
000816,2017-05-04,0.9503,3.7220%,限制大额申购
000816,2017-05-03,1.0102,3.7040%,限制大额申购
000816,2017-05-02,0.9652,3.6690%,限制大额申购
000816,2017-05-01,0.9657,3.7860%,限制大额申购
000816,2017-06-09,1.0174,3.7460%,限制大额申购
000816,2017-06-08,0.9524,3.9840%,限制大额申购
000816,2017-06-07,1.0576,4.0140%,限制大额申购
000816,2017-06-06,0.9925,3.9750%,限制大额申购
000816,2017-06-05,1.0124,3.9840%,限制大额申购
000816,2017-06-04,1.0105,3.9820%,限制大额申购
000816,2017-06-03,1.0105,3.9830%,限制大额申购
000816,2017-06-02,1.4559,3.9850%,限制大额申购
000816,2017-06-01,1.0080,3.7430%,限制大额申购
000816,2017-05-31,0.9872,3.7360%,限制大额申购
000816,2017-05-30,1.0083,3.7450%,限制大额申购
000816,2017-05-29,1.0083,3.7340%,限制大额申购
000816,2017-05-28,1.0130,3.7360%,限制大额申购
000816,2017-05-27,1.0130,3.7210%,限制大额申购
000816,2017-05-26,1.0103,3.7060%,暂停申购
000816,2017-05-25,0.9954,3.6750%,暂停申购
000816,2017-05-24,1.0022,3.6700%,限制大额申购
000816,2017-05-23,0.9885,3.6690%,限制大额申购
000816,2017-05-22,1.0123,3.6620%,限制大额申购
000816,2017-05-21,0.9849,3.6490%,限制大额申购
000816,2017-06-29,1.1096,4.0760%,限制大额申购
000816,2017-06-28,1.0871,4.0460%,限制大额申购
000816,2017-06-27,1.0881,4.0510%,限制大额申购
000816,2017-06-26,1.0728,4.0340%,限制大额申购
000816,2017-06-25,1.0999,4.0320%,限制大额申购
000816,2017-06-24,1.1000,4.0080%,限制大额申购
000816,2017-06-23,1.1039,3.9850%,限制大额申购
000816,2017-06-22,1.0544,3.9790%,限制大额申购
000816,2017-06-21,1.0973,3.9990%,限制大额申购
000816,2017-06-20,1.0559,3.9850%,限制大额申购
000816,2017-06-19,1.0692,3.9710%,限制大额申购
000816,2017-06-18,1.0568,3.9370%,限制大额申购
000816,2017-06-17,1.0568,3.9110%,限制大额申购
000816,2017-06-16,1.0928,3.8860%,限制大额申购
000816,2017-06-15,1.0911,3.8450%,限制大额申购
000816,2017-06-14,1.0727,3.7700%,限制大额申购
000816,2017-06-13,1.0291,3.7620%,限制大额申购
000816,2017-06-12,1.0058,3.7420%,限制大额申购
000816,2017-06-11,1.0103,3.7460%,限制大额申购
000816,2017-06-10,1.0104,3.7460%,限制大额申购
000816,2017-07-19,1.0078,3.8680%,限制大额申购
000816,2017-07-18,1.0379,3.8790%,限制大额申购
000816,2017-07-17,1.0494,3.8900%,限制大额申购
000816,2017-07-16,1.0273,3.9110%,限制大额申购
000816,2017-07-15,1.0499,3.9360%,限制大额申购
000816,2017-07-14,1.0666,3.9480%,限制大额申购
000816,2017-07-13,1.0401,3.9530%,限制大额申购
000816,2017-07-12,1.0285,3.9770%,限制大额申购
000816,2017-07-11,1.0580,4.2660%,限制大额申购
000816,2017-07-10,1.0881,4.2980%,限制大额申购
000816,2017-07-09,1.0720,4.6200%,限制大额申购
000816,2017-07-08,1.0721,4.6340%,限制大额申购
000816,2017-07-07,1.0772,4.6480%,限制大额申购
000816,2017-07-06,1.0839,4.6740%,限制大额申购
000816,2017-07-05,1.5615,4.6880%,限制大额申购
000816,2017-07-04,1.1170,4.4290%,限制大额申购
000816,2017-07-03,1.6778,4.4140%,限制大额申购
000816,2017-07-02,1.0976,4.0850%,限制大额申购
000816,2017-07-01,1.0977,4.0860%,限制大额申购
000816,2017-06-30,1.1258,4.0870%,限制大额申购
000816,2017-08-08,1.0350,4.0760%,限制大额申购
000816,2017-08-07,1.0357,4.0930%,限制大额申购
000816,2017-08-06,1.0366,4.1120%,限制大额申购
000816,2017-08-05,1.0367,4.1250%,限制大额申购
000816,2017-08-04,1.0326,4.1380%,限制大额申购
000816,2017-08-03,1.4246,4.1560%,限制大额申购
000816,2017-08-02,1.0613,4.0460%,限制大额申购
000816,2017-08-01,1.0670,4.0780%,限制大额申购
000816,2017-07-31,1.0699,4.1470%,限制大额申购
000816,2017-07-30,1.0603,4.1800%,限制大额申购
000816,2017-07-29,1.0604,4.1800%,限制大额申购
000816,2017-07-28,1.0654,4.1800%,限制大额申购
000816,2017-07-27,1.2231,4.1760%,限制大额申购
000816,2017-07-26,1.1203,4.1520%,限制大额申购
000816,2017-07-25,1.1941,4.0910%,限制大额申购
000816,2017-07-24,1.1305,4.0070%,限制大额申购
000816,2017-07-23,1.0603,3.9630%,限制大额申购
000816,2017-07-22,1.0603,3.9450%,限制大额申购
000816,2017-07-21,1.0584,3.9390%,限制大额申购
000816,2017-07-20,1.1791,3.9440%,限制大额申购
000816,2017-08-28,1.0083,3.8340%,限制大额申购
000816,2017-08-27,1.0356,3.8500%,限制大额申购
000816,2017-08-26,1.0356,3.8520%,限制大额申购
000816,2017-08-25,1.0291,3.8530%,限制大额申购
000816,2017-08-24,1.0249,3.8580%,限制大额申购
000816,2017-08-23,1.0464,3.8650%,限制大额申购
000816,2017-08-22,1.0361,3.8530%,限制大额申购
000816,2017-08-21,1.0381,3.8440%,限制大额申购
000816,2017-08-20,1.0386,3.9440%,限制大额申购
000816,2017-08-19,1.0386,3.9340%,限制大额申购
000816,2017-08-18,1.0377,3.9240%,限制大额申购
000816,2017-08-17,1.0381,3.9190%,限制大额申购
000816,2017-08-16,1.0231,3.9160%,限制大额申购
000816,2017-08-15,1.0199,3.9270%,限制大额申购
000816,2017-08-14,1.2234,3.9350%,限制大额申购
000816,2017-08-13,1.0201,3.8340%,限制大额申购
000816,2017-08-12,1.0201,3.8430%,限制大额申购
000816,2017-08-11,1.0286,3.8510%,限制大额申购
000816,2017-08-10,1.0319,3.8540%,限制大额申购
000816,2017-08-09,1.0436,4.0670%,限制大额申购
000816,2017-09-17,1.0586,3.9700%,限制大额申购
000816,2017-09-16,1.0629,3.9770%,限制大额申购
000816,2017-09-15,1.0637,3.9890%,限制大额申购
000816,2017-09-14,1.0626,4.0050%,限制大额申购
000816,2017-09-13,1.0712,4.0200%,限制大额申购
