000484,2017-05-19,1.0081,3.8390%,开放申购
000484,2017-05-18,1.0161,3.8530%,开放申购
000484,2017-05-17,1.0222,3.8670%,开放申购
000484,2017-05-16,1.0324,3.8950%,开放申购
000484,2017-05-15,1.0516,3.8890%,开放申购
000484,2017-05-14,2.0950 *,3.9050%,开放申购
000484,2017-05-12,1.0345,3.9860%,开放申购
000484,2017-05-11,1.0418,4.0330%,开放申购
000484,2017-05-10,1.0730,4.0760%,开放申购
000484,2017-05-09,1.0210,4.1020%,开放申购
000484,2017-05-08,1.0813,4.1600%,开放申购
000484,2017-05-07,2.2441 *,4.1700%,开放申购
000484,2017-05-05,1.1210,4.1580%,开放申购
000484,2017-05-04,1.1215,4.1540%,开放申购
000484,2017-05-03,1.1209,4.1340%,开放申购
000484,2017-05-02,1.1276,4.1210%,开放申购
000484,2017-05-01,3.3218 *,4.1070%,开放申购
000484,2017-06-09,1.0371,3.9620%,开放申购
000484,2017-06-08,1.0011,3.9900%,开放申购
000484,2017-06-07,1.0785,4.0400%,开放申购
000484,2017-06-06,1.0806,4.0420%,开放申购
000484,2017-06-05,1.0820,4.0330%,开放申购
000484,2017-06-04,2.1720 *,4.0240%,开放申购
000484,2017-06-02,1.0896,4.0090%,开放申购
000484,2017-06-01,1.0930,3.9960%,开放申购
000484,2017-05-31,1.0827,3.9770%,开放申购
000484,2017-05-30,4.2730 *,3.9320%,开放申购
000484,2017-05-26,1.0653,3.7090%,限制大额申购
000484,2017-05-25,1.0579,3.6780%,限制大额申购
000484,2017-05-24,1.0001,3.6560%,开放申购
000484,2017-05-23,0.9832,3.6680%,开放申购
000484,2017-05-22,0.9408,3.6940%,开放申购
000484,2017-05-21,1.9377 *,3.7540%,开放申购
000484,2017-06-29,1.2823,4.7610%,开放申购
000484,2017-06-28,1.2789,4.7090%,开放申购
000484,2017-06-27,1.5155,4.6540%,开放申购
000484,2017-06-26,1.2556,4.4340%,开放申购
000484,2017-06-25,2.4127 *,4.3290%,开放申购
000484,2017-06-23,1.1757,4.1900%,开放申购
000484,2017-06-22,1.1863,4.1110%,开放申购
000484,2017-06-21,1.1796,3.9950%,开放申购
000484,2017-06-20,1.1112,3.8900%,开放申购
000484,2017-06-19,1.0625,3.8510%,开放申购
000484,2017-06-18,2.1573 *,3.8540%,开放申购
000484,2017-06-16,1.0303,3.8410%,开放申购
000484,2017-06-15,0.9720,3.8450%,开放申购
000484,2017-06-14,0.9858,3.8600%,开放申购
000484,2017-06-13,1.0401,3.9110%,开放申购
000484,2017-06-12,1.0669,3.9330%,开放申购
000484,2017-06-11,2.1335 *,3.9410%,开放申购
000484,2017-07-19,1.0386,3.7340%,开放申购
000484,2017-07-18,1.0333,3.7070%,开放申购
000484,2017-07-17,0.9884,3.7250%,开放申购
000484,2017-07-16,1.9789 *,3.7750%,开放申购
000484,2017-07-14,0.9890,3.8420%,开放申购
000484,2017-07-13,1.0036,3.8820%,开放申购
000484,2017-07-12,0.9871,3.9220%,开放申购
000484,2017-07-11,1.0667,4.0100%,开放申购
000484,2017-07-10,1.0816,4.0960%,开放申购
000484,2017-07-09,2.1027 *,4.1790%,开放申购
000484,2017-07-07,1.0624,4.3690%,开放申购
000484,2017-07-06,1.0786,4.4640%,开放申购
000484,2017-07-05,1.1484,4.5750%,开放申购
000484,2017-07-04,1.2263,4.6470%,开放申购
000484,2017-07-03,1.2332,4.8050%,开放申购
000484,2017-07-02,2.4532 *,4.8170%,开放申购
000484,2017-06-30,1.2371,4.7950%,开放申购
000484,2017-08-08,1.1320,4.1690%,开放申购
000484,2017-08-07,1.2260,4.1360%,开放申购
000484,2017-08-06,2.1322 *,4.0530%,开放申购
000484,2017-08-04,1.0687,4.0380%,开放申购
000484,2017-08-03,1.2243,4.0550%,开放申购
000484,2017-08-02,1.0506,3.9770%,开放申购
000484,2017-08-01,1.0704,3.9880%,开放申购
